 # Energia   DOS_Total   Transmitancia
   -3.6180000000E+00    4.3931023772E-04    0.0000000000E+00
   -3.6157500000E+00    4.4024798582E-04    0.0000000000E+00
   -3.6135000000E+00    4.4118903613E-04    0.0000000000E+00
   -3.6112500000E+00    4.4213340506E-04    0.0000000000E+00
   -3.6090000000E+00    4.4308110910E-04    0.0000000000E+00
   -3.6067500000E+00    4.4403216487E-04    0.0000000000E+00
   -3.6045000000E+00    4.4498658908E-04    0.0000000000E+00
   -3.6022500000E+00    4.4594439855E-04    0.0000000000E+00
   -3.6000000000E+00    4.4690561023E-04    0.0000000000E+00
   -3.5977500000E+00    4.4787024116E-04    0.0000000000E+00
   -3.5955000000E+00    4.4883830848E-04    0.0000000000E+00
   -3.5932500000E+00    4.4980982947E-04    0.0000000000E+00
   -3.5910000000E+00    4.5078482149E-04    0.0000000000E+00
   -3.5887500000E+00    4.5176330205E-04    0.0000000000E+00
   -3.5865000000E+00    4.5274528875E-04    0.0000000000E+00
   -3.5842500000E+00    4.5373079929E-04    0.0000000000E+00
   -3.5820000000E+00    4.5471985153E-04    0.0000000000E+00
   -3.5797500000E+00    4.5571246340E-04    0.0000000000E+00
   -3.5775000000E+00    4.5670865299E-04    0.0000000000E+00
   -3.5752500000E+00    4.5770843847E-04    0.0000000000E+00
   -3.5730000000E+00    4.5871183815E-04    0.0000000000E+00
   -3.5707500000E+00    4.5971887046E-04    0.0000000000E+00
   -3.5685000000E+00    4.6072955395E-04    0.0000000000E+00
   -3.5662500000E+00    4.6174390730E-04    0.0000000000E+00
   -3.5640000000E+00    4.6276194929E-04    0.0000000000E+00
   -3.5617500000E+00    4.6378369884E-04    0.0000000000E+00
   -3.5595000000E+00    4.6480917500E-04    0.0000000000E+00
   -3.5572500000E+00    4.6583839695E-04    0.0000000000E+00
   -3.5550000000E+00    4.6687138397E-04    0.0000000000E+00
   -3.5527500000E+00    4.6790815550E-04    0.0000000000E+00
   -3.5505000000E+00    4.6894873109E-04    0.0000000000E+00
   -3.5482500000E+00    4.6999313043E-04    0.0000000000E+00
   -3.5460000000E+00    4.7104137334E-04    0.0000000000E+00
   -3.5437500000E+00    4.7209347977E-04    0.0000000000E+00
   -3.5415000000E+00    4.7314946981E-04    0.0000000000E+00
   -3.5392500000E+00    4.7420936368E-04    0.0000000000E+00
   -3.5370000000E+00    4.7527318173E-04    0.0000000000E+00
   -3.5347500000E+00    4.7634094446E-04    0.0000000000E+00
   -3.5325000000E+00    4.7741267250E-04    0.0000000000E+00
   -3.5302500000E+00    4.7848838662E-04    0.0000000000E+00
   -3.5280000000E+00    4.7956810774E-04    0.0000000000E+00
